var1,var2,var3,var4,var5,prob_label
B,E,B,B,A,0.3
B,C,B,C,A,1
E,D,B,C,C,0.3
E,C,D,E,A,0.09
B,E,B,D,B,0.3
E,E,C,E,B,0.027
C,B,A,C,E,0.3
B,E,D,E,C,0.09
B,E,C,C,D,0.3
D,D,D,A,B,1
D,B,E,E,E,0.027
D,C,A,A,B,1
C,A,D,E,B,0.3
D,A,D,A,E,0.3
E,C,C,C,D,0.3
A,E,C,E,C,0.09
D,D,B,C,B,1
A,E,C,E,B,0.09
B,B,B,D,D,1
D,D,D,C,E,0.3
A,C,E,B,C,0.3
E,D,C,D,C,0.3
A,E,B,E,B,0.09
D,C,B,C,B,1
A,D,A,B,E,0.3
D,A,E,A,D,0.3
D,E,D,D,B,0.3
A,D,A,C,B,1
A,B,C,A,A,1
C,C,C,E,C,0.3
C,A,A,B,E,0.3
E,D,E,C,D,0.09
C,C,A,D,D,1
D,A,D,C,C,1
B,B,E,E,C,0.09
C,B,D,E,D,0.3
A,C,D,E,D,0.3
E,E,E,E,E,0.00243
A,C,B,A,D,1
B,A,B,E,B,0.3
A,C,B,A,A,1
A,A,E,E,D,0.09
D,D,B,A,E,0.3
D,B,D,D,D,1
B,B,C,B,B,1
E,A,A,C,E,0.09
A,A,D,B,D,1
C,D,D,E,C,0.3
E,D,B,D,D,0.3
A,A,B,C,C,1
E,A,A,C,A,0.3
B,E,A,E,A,0.09
C,E,A,E,E,0.027
B,A,B,A,B,1
E,E,A,A,C,0.09
D,E,A,C,D,0.3
D,C,B,B,D,1
A,D,A,B,B,1
B,B,B,C,E,0.3
D,D,B,E,B,0.3
D,D,A,A,B,1
B,C,B,D,C,1
C,C,E,C,C,0.3
C,B,C,A,C,1
E,C,D,E,D,0.09
C,E,B,C,D,0.3
E,C,B,D,B,0.3
A,E,B,E,C,0.09
A,E,E,A,D,0.09
D,D,C,E,C,0.3
B,D,D,B,D,1
A,B,E,C,C,0.3
E,B,D,D,E,0.09
A,D,A,C,C,1
C,C,A,D,C,1
D,A,C,E,A,0.3
B,B,A,A,E,0.3
E,D,E,C,C,0.09
C,C,C,E,A,0.3
C,A,C,A,C,1
E,D,E,A,D,0.09
D,A,A,C,B,1
A,E,C,E,E,0.027
D,C,B,B,A,1
A,A,C,E,D,0.3
A,D,E,D,E,0.09
D,D,C,B,B,1
E,D,C,B,C,0.3
B,B,B,C,E,0.3
E,B,E,B,C,0.09
C,D,B,B,C,1
D,A,C,D,E,0.3
A,B,B,E,E,0.09
D,E,A,A,D,0.3
A,A,D,B,C,1
E,E,A,B,D,0.09
B,B,D,B,E,0.3
B,C,D,E,A,0.3
B,C,C,A,C,1
C,C,D,C,D,1
D,B,D,B,D,1
E,C,A,B,D,0.3
C,B,C,A,E,0.3
C,B,D,B,C,1
C,C,B,E,A,0.3
B,D,B,A,A,1
E,D,B,A,A,0.3
A,A,B,B,C,1
A,E,A,B,A,0.3
B,C,B,D,B,1
D,B,D,E,D,0.3
C,C,B,B,C,1
C,B,B,A,D,1
D,E,A,C,E,0.09
B,A,B,C,E,0.3
A,A,E,E,D,0.09
A,D,E,D,C,0.3
D,B,B,B,E,0.3
B,E,A,B,B,0.3
D,C,B,B,B,1
E,E,C,A,A,0.09
E,B,E,B,A,0.09
B,A,E,C,D,0.3
E,D,E,A,E,0.027
E,C,D,A,D,0.3
A,E,C,B,E,0.09
A,A,A,C,C,1
A,E,C,D,D,0.3
C,A,D,A,D,1
E,E,A,D,E,0.027
D,A,B,D,D,1
D,A,E,A,D,0.3
C,C,C,C,E,0.3
B,D,E,D,C,0.3
B,D,E,D,B,0.3
A,A,A,B,A,1
B,A,B,A,C,1
E,E,E,A,C,0.027
A,D,A,C,A,1
D,A,C,A,E,0.3
B,A,E,D,E,0.09
B,E,E,B,B,0.09
C,C,D,B,E,0.3
B,A,D,A,A,1
B,A,C,E,E,0.09
A,E,B,E,E,0.027
E,B,A,C,B,0.3
C,B,B,B,B,1
B,E,E,A,B,0.09
C,D,B,D,A,1
A,D,D,A,A,1
C,D,B,C,D,1
C,A,E,C,B,0.3
D,C,B,E,D,0.3
E,D,C,D,B,0.3
D,C,C,D,A,1
D,B,E,A,A,0.3
E,E,B,B,B,0.09
A,D,A,C,A,1
E,C,D,C,E,0.09
E,C,D,C,D,0.3
B,D,E,B,D,0.3
C,E,A,A,B,0.3
B,A,D,A,D,1
A,A,B,E,E,0.09
E,C,C,E,B,0.09
C,C,C,E,E,0.09
A,A,A,E,B,0.3
B,B,E,D,D,0.3
B,A,A,B,D,1
E,D,E,E,A,0.027
B,D,B,C,A,1
E,C,E,B,A,0.09
C,D,E,B,C,0.3
E,B,E,A,B,0.09
C,B,A,B,A,1
E,B,B,C,D,0.3
D,A,D,C,A,1
A,B,B,A,E,0.3
E,E,D,C,C,0.09
B,B,D,A,A,1
A,E,E,D,D,0.09
E,D,A,A,D,0.3
E,D,B,D,C,0.3
C,E,D,B,B,0.3
D,A,C,D,E,0.3
A,A,A,C,E,0.3
E,A,D,A,A,0.3
E,C,A,A,C,0.3
A,B,B,C,A,1
C,C,B,E,C,0.3
C,B,C,D,D,1
B,B,C,C,E,0.3
E,C,A,C,A,0.3
D,C,A,A,D,1
E,C,D,B,B,0.3
D,B,E,C,D,0.3
E,E,E,D,E,0.0081
C,A,E,D,C,0.3
D,D,A,C,E,0.3
A,A,A,E,B,0.3
D,A,E,D,D,0.3
C,D,B,C,E,0.3
B,E,E,B,E,0.027
B,E,E,D,A,0.09
E,C,A,C,A,0.3
C,B,D,E,A,0.3
A,D,D,E,D,0.3
C,A,A,D,B,1
B,D,B,C,A,1
C,C,A,D,B,1
E,C,E,D,A,0.09
C,A,C,E,D,0.3
E,E,A,D,C,0.09
D,D,D,E,E,0.09
D,A,E,A,E,0.09
D,B,C,D,D,1
C,D,A,A,C,1
E,D,A,D,C,0.3
B,C,A,C,D,1
A,A,C,C,E,0.3
E,A,D,D,D,0.3
A,E,A,B,C,0.3
D,D,E,B,D,0.3
A,D,B,E,E,0.09
B,E,B,C,C,0.3
B,B,C,D,D,1
E,B,B,A,B,0.3
D,C,E,C,E,0.09
E,B,C,D,C,0.3
B,D,C,D,A,1
B,E,D,C,A,0.3
A,C,B,B,C,1
E,E,B,D,B,0.09
B,A,E,A,D,0.3
D,D,A,D,A,1
D,A,B,E,A,0.3
B,D,A,E,E,0.09
B,D,B,B,E,0.3
D,B,B,C,B,1
A,E,D,D,C,0.3
A,C,B,D,A,1
D,D,D,D,A,1
D,A,E,D,E,0.09
A,E,B,A,D,0.3
C,D,E,E,B,0.09
A,D,D,E,B,0.3
A,E,A,E,E,0.027
A,E,C,B,C,0.3
A,D,A,D,A,1
C,E,D,A,D,0.3
E,C,E,D,E,0.027
A,C,C,B,A,1
D,C,D,C,E,0.3
C,A,B,B,E,0.3
B,A,B,B,D,1
B,C,A,E,B,0.3
A,D,C,D,B,1
A,D,D,E,E,0.09
C,B,C,C,D,1
E,C,A,E,C,0.09
C,B,C,C,E,0.3
D,B,C,A,C,1
B,D,C,C,D,1
E,E,C,A,B,0.09
E,C,C,C,B,0.3
C,D,A,B,E,0.3
E,E,E,C,A,0.027
B,B,B,D,B,1
D,B,D,B,E,0.3
A,E,D,A,D,0.3
A,E,D,A,B,0.3
A,A,E,B,E,0.09
E,E,B,C,A,0.09
E,E,B,A,D,0.09
E,A,C,E,B,0.09
C,B,C,A,A,1
C,E,A,C,A,0.3
C,D,E,D,D,0.3
D,A,A,D,E,0.3
A,B,E,C,B,0.3
E,E,A,B,E,0.027
C,D,D,D,E,0.3
D,D,C,A,E,0.3
D,B,C,A,A,1
D,C,C,E,D,0.3
C,C,A,B,C,1
A,C,E,C,C,0.3
E,A,A,C,C,0.3
D,B,C,B,B,1
A,A,E,A,C,0.3
D,A,B,A,D,1
D,B,A,B,B,1
D,D,C,C,A,1
C,E,A,E,C,0.09
A,D,E,A,A,0.3
A,B,A,C,E,0.3
B,A,C,E,B,0.3
E,E,E,C,A,0.027
B,E,E,E,C,0.027
B,C,B,E,C,0.3
B,A,E,D,E,0.09
A,B,D,A,A,1
C,A,E,C,C,0.3
B,D,B,B,C,1
C,E,B,C,B,0.3
C,B,B,B,B,1
A,B,D,B,C,1
E,C,C,E,E,0.027
D,B,E,C,A,0.3
B,A,D,E,C,0.3
C,E,E,A,D,0.09
B,C,C,B,E,0.3
D,D,E,A,D,0.3
B,D,B,B,B,1
E,C,E,E,A,0.027
C,A,D,C,C,1
A,E,E,E,E,0.0081
E,E,B,C,A,0.09
D,B,D,D,A,1
B,A,D,C,B,1
A,B,B,C,E,0.3
D,E,D,A,E,0.09
C,E,C,C,D,0.3
E,B,C,C,E,0.09
D,A,D,A,C,1
E,A,C,D,B,0.3
A,D,E,C,B,0.3
D,E,E,B,B,0.09
A,C,A,E,B,0.3
D,C,C,B,C,1
B,A,E,A,E,0.09
B,C,A,C,C,1
E,B,B,E,C,0.09
A,B,A,A,E,0.3
C,C,E,B,A,0.3
D,D,B,B,A,1
E,B,E,C,A,0.09
B,A,D,B,E,0.3
A,D,D,A,D,1
C,A,A,B,C,1
B,B,A,C,B,1
C,B,D,D,E,0.3
E,D,E,A,C,0.09
D,E,B,E,A,0.09
B,E,B,D,E,0.09
B,C,C,E,C,0.3
C,A,C,B,D,1
E,A,E,E,A,0.027
B,B,A,C,E,0.3
C,D,C,C,A,1
D,A,E,A,E,0.09
D,E,E,E,C,0.027
E,E,C,D,A,0.09
B,B,C,C,E,0.3
C,E,E,B,E,0.027
E,D,E,A,E,0.027
E,A,E,E,D,0.027
A,A,B,A,E,0.3
B,C,C,A,D,1
E,A,E,B,A,0.09
E,E,C,C,C,0.09
B,B,D,B,B,1
D,E,E,E,D,0.027
D,D,C,C,E,0.3
D,E,D,D,B,0.3
B,A,C,D,A,1
A,C,E,D,E,0.09
E,D,D,C,C,0.3
B,A,A,A,D,1
A,A,E,A,A,0.3
A,D,B,A,D,1
B,B,C,D,A,1
B,E,B,D,D,0.3
B,A,E,C,D,0.3
C,A,E,E,E,0.027
D,A,E,C,D,0.3
D,D,C,C,E,0.3
E,D,D,E,A,0.09
E,B,B,E,B,0.09
B,A,A,A,C,1
C,E,C,E,B,0.09
E,B,C,C,A,0.3
B,C,B,C,C,1
B,D,D,B,E,0.3
D,A,D,B,D,1
D,E,A,D,A,0.3
E,B,C,C,D,0.3
C,A,E,B,C,0.3
A,B,B,B,B,1
E,B,B,B,E,0.09
E,A,D,C,E,0.09
B,E,E,E,E,0.0081
B,A,D,B,E,0.3
E,D,C,C,E,0.09
A,D,D,B,B,1
C,E,E,B,E,0.027
E,A,D,D,B,0.3
C,E,A,C,C,0.3
C,C,C,B,A,1
C,A,B,B,B,1
D,B,E,D,B,0.3
C,C,A,B,D,1
C,A,A,E,D,0.3
B,D,B,E,A,0.3
B,D,A,B,A,1
D,E,B,C,C,0.3
A,C,D,C,C,1
A,E,D,A,A,0.3
E,E,C,A,D,0.09
B,D,E,D,B,0.3
C,C,B,C,B,1
C,E,E,B,B,0.09
B,C,D,A,C,1
A,E,E,D,A,0.09
B,E,C,D,A,0.3
A,B,A,C,A,1
A,A,B,E,B,0.3
B,B,B,A,B,1
A,E,C,D,B,0.3
A,C,A,C,D,1
C,E,B,C,E,0.09
C,D,B,C,A,1
B,D,A,C,E,0.3
D,A,D,D,E,0.3
A,C,E,D,A,0.3
B,E,A,E,D,0.09
E,A,B,B,A,0.3
A,E,A,C,C,0.3
A,A,C,C,D,1
C,A,D,C,C,1
B,A,C,B,B,1
E,D,A,D,B,0.3
B,D,B,E,C,0.3
C,A,C,A,B,1
D,C,C,B,A,1
A,C,A,A,B,1
D,A,C,C,C,1
E,E,B,B,D,0.09
D,C,C,B,C,1
D,D,A,C,A,1
E,C,E,D,A,0.09
E,A,E,A,E,0.027
E,B,A,D,C,0.3
E,D,D,B,E,0.09
B,C,E,C,D,0.3
B,C,E,A,A,0.3
D,A,B,C,A,1
A,D,D,C,D,1
E,A,C,E,C,0.09
E,E,A,B,B,0.09
D,D,E,B,C,0.3
E,D,D,D,E,0.09
D,A,A,C,D,1
C,C,A,C,A,1
E,D,E,C,B,0.09
A,A,D,C,C,1
D,C,D,B,D,1
C,E,E,E,B,0.027
A,C,E,B,E,0.09
B,A,D,D,E,0.3
E,E,C,E,B,0.027
C,D,E,E,D,0.09
E,A,A,D,C,0.3
A,C,A,A,C,1
A,E,C,E,D,0.09
C,C,C,B,C,1
B,C,B,A,A,1
E,A,B,E,C,0.09
C,E,C,A,D,0.3
C,C,B,C,B,1
E,E,D,E,E,0.0081
D,D,D,B,D,1
C,D,D,C,B,1
D,B,A,C,D,1
C,B,D,C,E,0.3
D,D,E,A,D,0.3
E,A,A,B,C,0.3
C,C,E,B,C,0.3
C,A,B,B,B,1
B,B,B,D,A,1
B,A,D,D,D,1
A,E,B,A,D,0.3
D,E,E,E,D,0.027
E,A,C,D,A,0.3
E,E,A,A,B,0.09
B,E,C,D,A,0.3
C,D,A,C,A,1
B,C,B,D,E,0.3
B,B,B,C,C,1
D,D,B,A,A,1
D,C,E,D,C,0.3
B,D,C,D,D,1
A,D,D,E,E,0.09
B,A,C,E,D,0.3
C,B,A,A,D,1
C,D,C,C,A,1
B,D,A,A,E,0.3
A,A,E,B,D,0.3
E,D,E,B,A,0.09
C,A,D,E,B,0.3
D,A,A,C,E,0.3
C,E,A,A,A,0.3
B,E,D,B,C,0.3
D,C,E,A,B,0.3
E,A,E,C,A,0.09
C,E,D,D,C,0.3
C,B,B,E,E,0.09
B,C,D,D,C,1
E,A,D,B,E,0.09
C,E,A,C,B,0.3
A,C,D,D,E,0.3
E,A,E,D,C,0.09
B,A,D,C,D,1
B,B,C,A,A,1
A,B,C,E,C,0.3
E,B,B,A,A,0.3
B,E,E,E,C,0.027
E,A,A,E,C,0.09
C,B,E,B,D,0.3
A,E,E,D,E,0.027
C,B,A,E,A,0.3
A,B,A,D,E,0.3
C,E,A,B,D,0.3
C,A,C,A,D,1
D,A,E,E,A,0.09
C,C,C,A,C,1
A,C,A,C,B,1
C,A,C,B,D,1
A,C,D,C,C,1
C,E,B,A,D,0.3
C,D,B,D,D,1
A,D,C,A,E,0.3
A,D,C,A,B,1
D,E,C,D,E,0.09
C,C,C,B,D,1
E,B,C,D,C,0.3
C,B,E,A,E,0.09
B,A,C,C,E,0.3
A,A,E,D,A,0.3
D,C,C,A,E,0.3
D,E,C,D,B,0.3
D,B,D,B,D,1
C,A,D,B,A,1
C,D,B,A,D,1
D,A,E,A,C,0.3
A,E,E,E,B,0.027
B,B,C,A,C,1
A,D,D,D,A,1
A,D,B,D,E,0.3
A,B,D,B,A,1
B,C,E,B,D,0.3
A,D,A,B,E,0.3
D,A,E,D,A,0.3
E,C,A,C,D,0.3
E,D,A,A,D,0.3
B,A,D,B,C,1
B,E,C,E,C,0.09
B,D,E,E,B,0.09
E,C,C,A,B,0.3
E,E,A,D,B,0.09
A,C,D,C,E,0.3
D,E,C,E,B,0.09
E,C,D,A,A,0.3
D,A,D,E,A,0.3
D,D,C,A,E,0.3
E,D,A,D,C,0.3
D,D,E,B,B,0.3
A,E,B,E,A,0.09
E,A,A,C,D,0.3
B,B,E,E,A,0.09
A,A,C,B,A,1
C,A,C,B,E,0.3
A,E,D,C,A,0.3
E,C,B,A,B,0.3
D,B,A,A,D,1
A,C,C,E,E,0.09
D,A,B,D,C,1
D,E,B,D,E,0.09
C,E,A,A,E,0.09
D,E,D,E,A,0.09
D,B,E,A,D,0.3
C,A,A,C,C,1
A,B,C,A,E,0.3
C,A,D,B,D,1
B,C,A,B,B,1
E,D,D,B,C,0.3
D,D,D,D,D,1
D,D,D,E,D,0.3
E,E,D,E,A,0.027
E,B,D,A,E,0.09
A,A,D,B,A,1
D,B,A,D,C,1
A,D,A,D,C,1
A,C,A,B,B,1
E,E,C,C,C,0.09
E,D,C,C,A,0.3
D,A,E,B,D,0.3
D,E,D,D,A,0.3
C,B,B,E,D,0.3
D,C,A,C,A,1
B,E,D,E,C,0.09
C,C,C,C,A,1
D,B,E,D,A,0.3
B,A,A,B,E,0.3
C,D,C,C,A,1
C,D,B,C,E,0.3
E,D,C,C,C,0.3
C,A,B,A,A,1
E,A,A,C,D,0.3
B,C,C,D,A,1
A,A,B,A,B,1
D,A,C,A,E,0.3
A,A,E,C,D,0.3
E,A,C,B,D,0.3
C,D,E,C,B,0.3
E,A,C,D,D,0.3
B,A,B,D,B,1
A,B,D,E,C,0.3
E,A,B,C,A,0.3
E,E,E,C,A,0.027
C,C,D,A,C,1
A,B,D,C,E,0.3
D,E,A,C,A,0.3
A,C,E,D,A,0.3
B,D,A,B,D,1
E,D,E,D,C,0.09
E,E,B,E,E,0.0081
D,C,E,C,B,0.3
A,A,D,B,D,1
E,E,E,D,C,0.027
D,D,C,B,C,1
E,A,E,E,E,0.0081
E,A,D,B,E,0.09
C,D,B,D,A,1
B,D,B,D,B,1
B,C,B,D,D,1
C,B,B,C,E,0.3
A,C,C,A,A,1
C,A,E,B,C,0.3
E,B,D,D,D,0.3
C,B,B,C,D,1
A,C,C,E,C,0.3
D,C,B,E,D,0.3
D,C,A,A,C,1
E,A,A,A,C,0.3
D,D,E,C,A,0.3
C,E,C,A,A,0.3
D,A,A,B,E,0.3
B,C,C,C,C,1
E,C,E,A,A,0.09
E,E,A,B,A,0.09
D,A,D,C,C,1
B,B,C,C,B,1
E,D,C,A,D,0.3
E,E,B,A,B,0.09
A,E,E,C,E,0.027
E,C,A,B,B,0.3
B,C,A,E,B,0.3
E,A,E,A,D,0.09
E,C,E,A,C,0.09
D,E,C,E,E,0.027
A,C,B,B,C,1
C,E,D,E,B,0.09
C,D,C,B,D,1
E,D,C,D,A,0.3
D,E,C,E,E,0.027
B,C,D,A,B,1
C,A,B,C,E,0.3
A,A,B,B,E,0.3
E,C,C,A,B,0.3
A,C,C,E,D,0.3
B,B,E,E,D,0.09
C,B,D,E,C,0.3
C,C,B,B,B,1
D,C,C,B,D,1
D,E,C,B,C,0.3
D,E,D,D,D,0.3
B,C,E,E,B,0.09
A,E,C,A,E,0.09
A,D,B,A,A,1
C,C,C,A,E,0.3
A,D,B,B,A,1
E,C,A,B,A,0.3
A,E,A,E,E,0.027
A,B,A,D,B,1
D,C,C,C,C,1
B,A,E,B,B,0.3
B,E,B,A,E,0.09
D,D,D,E,C,0.3
E,B,B,B,B,0.3
D,A,D,D,D,1
C,D,D,B,C,1
D,E,A,C,B,0.3
D,C,A,D,E,0.3
A,E,C,E,D,0.09
C,C,D,D,C,1
C,B,E,C,C,0.3
A,A,D,B,E,0.3
D,B,A,C,D,1
C,E,A,A,B,0.3
A,E,C,E,E,0.027
E,C,B,D,D,0.3
E,B,B,D,C,0.3
B,C,A,A,D,1
C,E,E,D,B,0.09
A,E,D,B,E,0.09
D,E,D,C,C,0.3
A,C,C,D,A,1
D,A,D,C,B,1
D,A,B,B,B,1
B,E,E,D,E,0.027
E,E,A,B,E,0.027
C,D,D,D,A,1
B,A,D,D,A,1
D,C,A,D,E,0.3
A,D,B,B,E,0.3
D,C,E,E,D,0.09
B,E,E,D,D,0.09
D,D,C,E,A,0.3
E,C,E,D,C,0.09
E,C,C,E,B,0.09
E,D,E,E,A,0.027
A,A,D,E,B,0.3
E,B,D,B,D,0.3
B,A,A,E,D,0.3
D,D,E,C,E,0.09
C,B,A,C,D,1
D,D,D,D,D,1
D,C,E,C,C,0.3
C,B,B,E,B,0.3
D,A,B,C,C,1
B,A,C,A,C,1
A,C,C,A,E,0.3
B,D,B,C,B,1
D,C,C,B,D,1
C,A,C,C,C,1
E,E,E,C,C,0.027
E,E,D,A,B,0.09
C,E,D,A,C,0.3
A,C,C,A,C,1
D,A,C,E,A,0.3
D,D,A,E,D,0.3
A,D,A,D,B,1
D,C,D,D,B,1
B,D,A,E,C,0.3
D,B,D,D,A,1
A,D,B,D,C,1
A,C,A,A,A,1
A,C,E,C,B,0.3
B,E,E,B,D,0.09
D,B,B,C,C,1
D,D,C,C,B,1
D,B,B,A,C,1
B,A,D,E,C,0.3
B,D,D,D,C,1
D,C,D,E,E,0.09
C,D,B,C,E,0.3
E,B,E,C,A,0.09
D,E,A,B,A,0.3
A,A,E,C,A,0.3
A,B,E,A,A,0.3
E,E,D,D,E,0.027
A,E,D,E,C,0.09
E,C,D,C,A,0.3
C,D,E,B,B,0.3
A,D,E,A,C,0.3
E,E,C,C,C,0.09
B,C,A,E,B,0.3
B,C,D,E,B,0.3
A,D,E,A,A,0.3
A,D,B,A,B,1
E,C,D,D,B,0.3
C,C,D,B,D,1
E,B,A,C,E,0.09
C,A,E,D,B,0.3
B,C,B,A,C,1
B,D,E,B,A,0.3
B,C,E,B,A,0.3
C,D,A,C,B,1
D,B,D,E,D,0.3
A,A,B,C,D,1
D,D,B,D,D,1
E,B,E,D,A,0.09
E,E,C,C,D,0.09
B,C,D,B,A,1
D,C,A,A,E,0.3
B,A,E,E,D,0.09
D,C,E,C,C,0.3
A,C,D,B,D,1
D,C,D,B,B,1
A,A,A,C,C,1
C,C,B,E,A,0.3
E,E,B,C,D,0.09
B,A,D,E,D,0.3
D,E,B,D,A,0.3
C,A,D,D,B,1
A,C,C,C,B,1
D,E,D,E,A,0.09
D,A,E,D,C,0.3
C,E,A,E,B,0.09
C,A,A,B,A,1
B,D,C,B,B,1
B,D,E,E,B,0.09
C,E,D,D,C,0.3
D,E,A,E,B,0.09
D,E,C,B,D,0.3
D,E,C,B,B,0.3
B,D,D,A,B,1
B,D,D,A,A,1
E,B,D,E,E,0.027
B,D,E,C,A,0.3
D,A,A,D,B,1
B,D,B,B,C,1
D,C,B,C,C,1
B,D,C,B,B,1
B,A,B,C,A,1
D,B,D,E,B,0.3
C,A,B,B,E,0.3
A,C,D,C,D,1
D,B,A,C,D,1
D,D,C,D,B,1
E,B,E,D,E,0.027
D,D,D,C,A,1
E,D,D,C,B,0.3
A,D,A,E,E,0.09
E,A,E,A,D,0.09
B,B,D,C,A,1
A,A,E,D,E,0.09
B,C,C,C,E,0.3
E,B,C,B,D,0.3
D,B,E,C,A,0.3
B,C,B,E,E,0.09
A,A,E,C,C,0.3
A,D,E,C,A,0.3
E,E,C,E,C,0.027
C,D,C,B,A,1
B,C,C,B,E,0.3
D,C,D,B,A,1
B,D,C,D,D,1
D,A,B,C,D,1
B,A,B,D,D,1
C,D,C,A,A,1
C,B,A,D,E,0.3
C,E,C,D,A,0.3
A,E,C,E,A,0.09
D,B,B,B,D,1
A,D,A,C,B,1
D,C,E,D,A,0.3
B,C,D,A,B,1
D,E,A,E,A,0.09
C,E,B,C,D,0.3
E,D,C,D,C,0.3
E,C,A,C,B,0.3
B,E,D,E,E,0.027
E,C,C,D,C,0.3
D,C,B,E,C,0.3
E,E,D,C,A,0.09
D,E,D,D,B,0.3
A,A,D,D,E,0.3
D,D,B,A,C,1
A,A,D,A,C,1
D,C,A,B,E,0.3
A,A,A,B,E,0.3
B,E,C,B,B,0.3
D,D,B,A,D,1
E,E,E,A,E,0.0081
C,E,E,E,B,0.027
C,A,B,B,B,1
A,D,B,D,A,1
D,E,C,B,C,0.3
D,D,C,A,B,1
D,E,B,B,C,0.3
D,E,D,D,A,0.3
B,D,A,D,E,0.3
C,D,A,E,B,0.3
A,B,A,A,E,0.3
C,C,C,B,D,1
C,C,A,D,C,1
D,A,B,A,B,1
B,D,B,C,B,1
E,E,B,B,B,0.09
C,A,E,B,A,0.3
A,B,E,A,C,0.3
B,A,B,B,C,1
E,D,D,A,A,0.3
C,C,C,B,C,1
B,E,A,E,C,0.09
A,A,C,A,D,1
C,A,C,A,B,1
B,A,C,C,B,1
B,E,D,A,D,0.3
C,E,D,E,E,0.027
E,E,D,E,B,0.027
C,A,A,C,C,1
D,E,A,E,E,0.027
B,A,C,D,E,0.3
C,A,E,D,D,0.3
C,E,D,E,A,0.09
B,D,C,C,C,1
A,B,E,E,A,0.09
D,A,E,A,C,0.3
B,B,C,D,D,1
C,B,D,C,D,1
C,A,D,D,D,1
A,B,A,C,B,1
A,C,E,D,E,0.09
C,A,A,A,C,1
D,D,B,B,D,1
E,C,B,C,E,0.09
D,A,D,B,E,0.3
C,A,B,A,C,1
A,A,A,E,E,0.09
B,B,D,E,E,0.09
E,A,A,A,E,0.09
A,D,B,E,C,0.3
C,E,E,B,C,0.09
C,D,B,C,E,0.3
E,A,E,A,C,0.09
D,C,A,A,E,0.3
A,D,A,C,D,1
D,D,E,D,E,0.09
C,C,B,D,C,1
D,C,C,B,A,1
D,D,B,E,D,0.3
B,A,B,D,D,1
C,B,D,C,A,1
C,E,A,E,B,0.09
C,B,E,C,D,0.3
D,D,C,B,D,1
A,D,A,D,E,0.3
C,A,C,D,D,1
A,D,C,C,E,0.3
B,D,E,E,A,0.09
C,D,A,E,A,0.3
D,C,D,D,B,1
A,B,C,E,E,0.09
B,B,B,D,C,1
C,D,C,A,B,1
C,C,B,B,E,0.3
A,D,A,C,A,1
C,B,A,B,A,1
B,A,B,A,A,1
C,D,B,B,A,1
B,A,A,B,C,1
C,A,E,D,E,0.09
A,D,D,E,E,0.09
B,A,C,E,D,0.3
E,D,E,E,A,0.027
A,C,B,C,C,1
D,E,A,E,D,0.09
B,E,D,A,B,0.3
E,E,B,C,E,0.027
C,A,E,E,D,0.09
B,B,D,C,C,1
D,B,B,D,B,1
E,D,B,E,B,0.09
B,B,A,E,B,0.3
D,C,D,C,E,0.3
A,D,A,A,C,1
A,E,D,B,A,0.3
C,A,C,A,D,1
B,C,D,B,D,1
C,D,A,E,C,0.3
A,E,E,C,D,0.09
A,D,B,A,B,1
A,A,B,D,A,1
D,B,B,A,E,0.3
E,B,A,B,D,0.3
B,C,C,D,D,1
B,B,D,A,D,1
E,D,E,A,D,0.09
D,B,D,C,E,0.3
A,C,B,B,A,1
D,A,C,C,B,1
C,C,E,C,D,0.3
E,D,A,C,C,0.3
B,B,C,E,D,0.3
C,D,E,D,D,0.3
D,C,E,C,B,0.3
B,D,A,E,B,0.3
A,E,D,D,E,0.09
D,E,A,D,B,0.3
E,E,D,D,E,0.027
E,C,C,B,C,0.3
A,E,D,A,A,0.3
E,B,D,E,A,0.09
D,E,D,D,C,0.3
B,B,D,A,E,0.3
B,C,B,B,D,1
D,C,C,B,B,1
E,A,E,B,A,0.09
E,B,E,D,A,0.09
E,D,C,D,D,0.3
E,D,A,C,D,0.3
D,B,B,A,C,1
D,B,A,B,E,0.3
A,B,E,A,B,0.3
D,B,E,B,A,0.3
D,B,C,E,C,0.3
A,B,B,C,B,1
E,D,E,A,B,0.09
C,C,B,D,E,0.3
C,A,B,B,D,1
B,D,A,B,D,1
D,D,A,C,B,1
B,A,E,D,A,0.3
A,B,A,D,E,0.3
E,C,C,B,A,0.3
B,C,C,A,B,1
D,A,B,E,A,0.3
C,D,B,E,C,0.3
C,D,B,E,A,0.3
B,C,B,B,C,1
D,B,A,C,B,1
A,B,D,A,D,1
A,A,E,B,C,0.3
B,D,B,E,C,0.3
C,B,D,B,A,1
E,E,D,E,C,0.027
E,E,C,B,B,0.09
D,C,C,B,C,1
B,A,B,D,A,1
A,E,C,A,C,0.3
E,B,A,B,B,0.3
B,D,A,B,C,1
B,E,C,D,D,0.3
A,D,A,E,A,0.3
D,E,D,C,B,0.3
D,E,B,D,B,0.3
A,A,E,C,A,0.3
B,C,D,E,A,0.3
B,A,E,A,D,0.3
A,B,D,E,C,0.3
B,D,C,E,D,0.3
C,A,A,B,C,1
D,B,A,B,B,1
C,D,A,B,B,1
A,B,B,B,E,0.3
C,B,C,E,D,0.3
B,B,D,B,E,0.3
A,D,C,D,A,1
E,E,B,C,D,0.09
C,C,B,A,A,1
B,D,B,A,C,1
B,E,E,D,B,0.09
C,C,D,C,C,1
B,D,D,B,A,1
